"","year","month","day","hour","generation.biomass","generation.fossil.brown.coal.lignite","generation.fossil.gas","generation.fossil.hard.coal","generation.fossil.oil","generation.hydro.pumped.storage.consumption","generation.hydro.run.of.river.and.poundage","generation.hydro.water.reservoir","generation.nuclear","generation.other","generation.other.renewable","generation.solar","generation.waste","generation.wind.onshore","total.load.actual","price.actual"
"1283","2015","02","23",11,513,0,3925,1583,358,9,1476,5818,7104,90,65,1269,205,12948,35807,68.1
"1284","2015","02","23",12,507,0,3918,1683,357,313,1487,5727,7105,92,66,1540,209,13349,35837,63.72
"1285","2015","02","23",13,481,0,3623,1712,361,407,1473,5378,7105,92,66,1705,216,13711,35446,62.3
"1286","2015","02","23",14,499,0,3555,1649,365,472,1466,4240,7103,87,63,1675,227,14685,35362,55.5
"1287","2015","02","23",15,465,0,3428,1577,368,1121,1306,3526,7103,85,64,1705,231,15617,34148,42.98
"1288","2015","02","23",16,462,0,3585,1650,366,1750,1305,3536,7105,82,68,1526,216,16045,33477,42.58
"1289","2015","02","23",17,457,0,3472,1583,366,1682,1415,3452,7104,84,68,1408,217,15793,33156,42.9
"1290","2015","02","23",18,473,0,3662,1608,365,1587,1413,3764,7102,84,71,857,217,15408,33203,45.69
"1291","2015","02","23",19,476,0,3600,1583,366,982,1426,3853,7103,83,75,195,228,15458,33574,52.72
"1292","2015","02","23",20,503,0,3807,1623,366,0,1474,5736,7103,83,80,53,227,15141,36340,64.5
"1293","2015","02","23",21,494,0,3955,1840,368,0,1485,6467,7103,85,76,55,226,14990,37118,65.02
"1294","2015","02","23",22,506,0,4016,1965,368,0,1467,5987,7103,85,74,51,231,15149,36279,56.52
"1295","2015","02","23",23,454,0,3537,1709,364,0,1418,4832,7102,85,74,50,233,15176,33557,42.56
"1296","2015","02","23",24,440,0,3253,1399,366,568,1377,3559,7102,86,75,35,233,15278,30381,39.27
"1297","2015","02","24",1,420,0,3332,1303,262,1689,1214,2707,7103,85,66,21,230,15102,28105,25.38
"1298","2015","02","24",2,407,0,3182,1207,208,2478,1203,2440,7104,86,62,21,224,14560,26059,18.21
"1299","2015","02","24",3,402,0,3436,1163,204,2819,1192,2563,7105,85,63,21,220,13723,24874,17.19
"1300","2015","02","24",4,388,0,3495,1178,203,2980,1180,2567,7105,85,64,21,215,12983,24419,17.73
"1301","2015","02","24",5,396,0,3465,1179,201,2689,1177,2593,7104,84,61,21,218,12431,24269,17.52
"1302","2015","02","24",6,415,0,3294,1158,213,2430,1196,2672,7105,85,62,21,217,12827,25027,17.42
"1303","2015","02","24",7,415,0,3522,1209,275,1837,1237,3100,7107,85,63,21,231,13121,27577,31.26
"1304","2015","02","24",8,440,0,3656,1480,318,404,1304,4338,7106,87,70,23,226,13035,32133,43.28
"1305","2015","02","24",9,461,0,3782,1655,360,0,1368,5884,7106,93,74,461,228,12716,34669,45.25
"1306","2015","02","24",10,455,0,3436,1776,372,0,1402,6717,7106,89,72,1727,230,12384,35776,51.94
"1307","2015","02","24",11,458,0,3211,1434,363,15,1417,6904,7103,87,72,2935,224,12538,36052,51.02
"1308","2015","02","24",12,463,0,3214,1157,355,245,1431,6203,7103,87,73,4119,222,13159,35984,47.17
"1309","2015","02","24",13,457,0,3239,1086,356,647,1375,5449,7103,86,73,4557,228,13859,35764,45.18
"1310","2015","02","24",14,461,0,3390,1114,354,964,1412,4866,7104,85,73,4480,231,14138,35659,41.87
"1311","2015","02","24",15,456,0,3522,1144,356,1018,1367,4055,7106,85,74,4166,230,14468,34328,39.88
"1312","2015","02","24",16,457,0,3604,1154,357,1184,1297,3840,7105,84,77,3729,229,14740,33702,40.17
"1313","2015","02","24",17,467,0,3532,1138,354,810,1299,3423,7104,84,76,3086,233,14965,33377,40.28
"1314","2015","02","24",18,475,0,4064,1206,347,1018,1303,3855,7105,88,74,2315,229,15064,33580,42.81
"1315","2015","02","24",19,476,0,4644,1385,341,770,1350,5212,7107,84,75,1021,233,14258,34086,57.2
"1316","2015","02","24",20,485,0,5111,1607,347,1,1439,7050,7106,85,80,455,238,13537,36729,68.69
"1317","2015","02","24",21,483,0,5553,1878,348,1,1524,7298,7107,85,81,353,237,13430,37783,73.26
"1318","2015","02","24",22,484,0,5658,2263,348,0,1501,6751,7107,84,79,306,236,13225,36718,65.25
"1319","2015","02","24",23,482,0,4873,2280,339,0,1446,5670,7107,85,78,210,234,12684,34031,53.6
"1320","2015","02","24",24,467,0,3593,2052,335,39,1423,4453,7105,84,72,145,234,12337,30729,47.73
"1321","2015","02","25",1,442,0,3649,1887,263,262,1315,3351,7106,83,75,84,232,12039,28187,43.03
"1322","2015","02","25",2,412,0,3544,1621,247,841,1310,3001,7105,84,74,75,228,11647,26092,37.56
"1323","2015","02","25",3,403,0,3471,1534,241,1312,1217,2741,7106,83,65,47,228,11473,24805,31.11
"1324","2015","02","25",4,401,0,3291,1661,242,1480,1252,2558,7107,83,65,43,226,11842,24489,23.86
"1325","2015","02","25",5,404,0,3342,1487,242,1817,1132,2598,7107,82,66,43,228,12012,24564,23.69
"1326","2015","02","25",6,414,0,3326,1430,242,1822,1149,2563,7107,82,68,42,232,12102,24994,27.47
"1327","2015","02","25",7,420,0,3554,1626,253,1004,1231,3356,7107,79,72,42,234,11810,27809,37.5
"1328","2015","02","25",8,473,0,3675,1869,287,237,1333,4897,7106,76,72,45,237,11797,32069,52.3
"1329","2015","02","25",9,504,0,4050,2414,319,19,1391,6253,7106,76,72,294,237,11635,34500,53.59
"1330","2015","02","25",10,503,0,3902,2363,332,0,1433,7135,7096,76,72,1395,239,11295,35763,61.12
"1331","2015","02","25",11,498,0,3417,2179,334,0,1446,6601,7092,73,75,2973,240,11757,35928,60.95
"1332","2015","02","25",12,487,0,3317,1827,332,289,1465,5147,7092,71,74,4086,224,12466,35730,56.81
"1333","2015","02","25",13,493,0,3444,1802,347,769,1348,4740,7093,74,75,4256,239,13136,35394,55.46
"1334","2015","02","25",14,473,0,3783,2003,349,640,1333,4592,7094,74,75,4046,232,13157,35428,49.11
"1335","2015","02","25",15,475,0,3386,2168,350,19,1299,3898,7095,73,75,3741,221,13319,34110,42.69
"1336","2015","02","25",16,472,0,3307,2119,351,0,1289,3792,7094,74,76,3294,227,13600,33481,42.24
"1337","2015","02","25",17,473,0,3474,1809,353,93,1329,3379,7093,77,80,3030,224,14071,33139,47.78
"1338","2015","02","25",18,493,0,4216,1763,355,805,1246,3923,7101,86,80,2483,213,13893,33159,51.75
"1339","2015","02","25",19,495,0,4776,1757,357,723,1323,4535,7105,87,79,1310,218,13253,33441,61.64
"1340","2015","02","25",20,494,0,4980,1825,354,146,1377,6677,7105,87,81,590,221,12943,36177,71.53
"1341","2015","02","25",21,500,0,5397,2008,349,0,1433,6745,7105,89,82,463,220,13095,37158,73.11
"1342","2015","02","25",22,509,0,5010,2157,353,0,1385,7069,7104,91,79,379,221,12831,36245,62.27
"1343","2015","02","25",23,505,0,4140,2348,340,0,1350,5941,7104,80,79,225,228,12637,33674,51.75
"1344","2015","02","25",24,499,0,3910,2047,344,32,1318,4176,7104,80,79,146,225,12400,30554,51.41
"1345","2015","02","26",1,494,0,3811,1992,286,406,1184,3170,7104,78,73,74,201,12093,28205,45.32
"1346","2015","02","26",2,450,0,3591,1860,283,951,1152,2803,7104,76,72,43,201,12090,26102,37.72
"1347","2015","02","26",3,443,0,3542,1651,272,1552,1134,2704,7103,78,73,44,203,11906,24884,34.11
"1348","2015","02","26",4,447,0,3551,1657,273,1988,1135,2764,7102,78,75,44,203,11694,24385,32.83
"1349","2015","02","26",5,440,0,3422,1758,282,1941,1159,2744,7103,79,73,43,205,11573,24344,32.45
"1350","2015","02","26",6,441,0,3407,1776,280,1791,1162,2572,7104,81,73,47,204,11610,24834,33.47
"1351","2015","02","26",7,453,0,3661,1815,282,882,1167,2758,7106,80,73,44,201,11519,27341,42.98
"1352","2015","02","26",8,494,0,3941,2065,303,95,1186,4458,7106,84,73,47,202,11503,31381,51.4
"1353","2015","02","26",9,497,0,4142,2179,347,0,1332,5431,7106,89,73,384,202,11145,33654,59.54
"1354","2015","02","26",10,481,0,4337,2288,353,0,1372,5794,7104,88,73,1270,205,10712,34716,63.24
"1355","2015","02","26",11,486,0,4104,2299,355,0,1274,6118,7104,95,75,2348,207,10253,34920,67.12
"1356","2015","02","26",12,487,0,3762,2307,354,0,1366,6210,7104,96,74,3188,205,10025,34666,62.73
"1357","2015","02","26",13,495,0,3678,2313,356,0,1365,5932,7102,97,78,3500,205,10126,34502,61.92
"1358","2015","02","26",14,486,0,3612,2535,360,2,1379,5487,7104,95,78,3550,207,10102,34530,57.57
"1359","2015","02","26",15,472,0,3524,2492,361,37,1398,5196,7105,70,78,3283,202,10524,33320,53.8
"1360","2015","02","26",16,495,0,3423,2259,358,0,1390,4873,7104,47,79,2950,198,11084,32726,52.91
"1361","2015","02","26",17,521,0,3777,2313,358,0,1407,4620,7105,53,80,2432,202,10878,32443,55.69
"1362","2015","02","26",18,520,0,4233,2335,358,0,1439,5185,7102,53,78,1708,203,10770,32528,56.59
"1363","2015","02","26",19,522,0,4982,2366,361,0,1394,5788,7102,43,79,728,201,10154,32740,68.7
"1364","2015","02","26",20,528,0,5932,2348,364,0,1490,6971,7101,40,84,208,190,9972,35354,79.19
"1365","2015","02","26",21,526,0,5889,2468,367,0,1525,6943,7103,42,84,136,193,9997,36131,75.78
"1366","2015","02","26",22,517,0,5672,2465,362,0,1522,6737,7103,43,83,111,193,10222,35306,68.65
"1367","2015","02","26",23,508,0,4438,2639,360,0,1530,6211,7103,43,81,84,193,10169,32844,58.94
"1368","2015","02","26",24,508,0,3857,2651,351,38,1498,4751,7105,43,83,65,194,10031,29860,55.47
"1369","2015","02","27",1,508,0,3564,2416,292,732,1336,3504,7105,44,77,41,204,10590,27464,53.11
"1370","2015","02","27",2,469,0,3500,2159,287,1436,1321,3007,7103,43,74,41,201,10945,25775,40.36
"1371","2015","02","27",3,461,0,3311,1893,276,2019,1287,2811,7102,43,75,40,201,11469,24556,35.67
"1372","2015","02","27",4,456,0,3246,1811,235,2646,1278,2689,7104,42,74,37,197,11819,24159,34.58
"1373","2015","02","27",5,456,0,3276,1927,197,2966,1269,2832,7105,43,74,31,189,11755,24227,34.95
"1374","2015","02","27",6,458,0,3542,1969,227,2833,1260,2959,7104,44,75,39,200,11642,24623,36.71
"1375","2015","02","27",7,465,0,3434,2013,266,1322,1268,3082,7104,43,75,47,198,11787,26964,39.88
"1376","2015","02","27",8,504,0,3751,2088,295,501,1289,3931,7104,44,73,45,191,11686,30783,53.74
"1377","2015","02","27",9,507,0,3838,2432,330,0,1413,4898,7105,44,73,444,203,11196,32832,57.48
"1378","2015","02","27",10,501,0,3891,2511,344,0,1479,6240,7104,44,74,1440,207,10644,34132,57.68
"1379","2015","02","27",11,496,0,3678,2409,347,0,1477,6274,7104,45,75,2721,205,10696,34483,61.57
"1380","2015","02","27",12,496,0,3503,2245,358,56,1458,5520,7102,46,75,3892,205,10745,34367,60.89
"1381","2015","02","27",13,507,0,3659,2233,358,159,1459,5536,7103,44,77,4318,199,10470,33966,61.05
"1382","2015","02","27",14,515,0,3624,2263,362,189,1441,5062,7103,46,79,4466,209,10633,33769,56.79
"1383","2015","02","27",15,513,0,3448,2199,363,77,1442,4510,7102,48,80,4613,204,10701,32453,53.26
"1384","2015","02","27",16,511,0,3437,2126,361,456,1469,4142,7102,44,80,4527,201,10761,31643,53.11
"1385","2015","02","27",17,520,0,3574,2052,338,890,1412,3944,7100,45,83,4192,198,10922,31216,53.91
"1386","2015","02","27",18,520,0,4030,2102,346,1461,1371,4391,7100,45,84,3372,201,11072,31054,53.96
"1387","2015","02","27",19,519,0,4746,2225,362,947,1508,5356,7101,45,83,1546,213,10391,31009,63.51
"1388","2015","02","27",20,516,0,5244,2444,364,150,1538,6511,7102,44,84,612,210,10066,33649,70.46
"1389","2015","02","27",21,519,0,5486,2596,364,0,1534,6737,7102,44,82,473,211,9994,34368,72.42
"1390","2015","02","27",22,516,0,5193,2665,358,0,1464,6737,7103,44,83,435,213,9911,33742,68.14
"1391","2015","02","27",23,517,0,4231,2536,359,0,1433,6851,7105,45,83,316,211,9186,31964,60.2
"1392","2015","02","27",24,473,0,3861,2449,346,70,1396,6114,7107,45,83,162,209,8389,29705,57.45
"1393","2015","02","28",1,440,0,3680,2737,264,377,1405,5117,7106,46,74,101,205,7713,27739,44.8
"1394","2015","02","28",2,441,0,3568,2682,256,934,1377,4125,7106,56,75,67,195,7287,25645,40.81
"1395","2015","02","28",3,462,0,3459,2485,256,1233,1340,3382,7106,59,75,53,201,7035,24033,37.87
"1396","2015","02","28",4,457,0,3379,2218,256,1382,1331,3108,7107,61,75,53,201,7077,23214,37.19
"1397","2015","02","28",5,456,0,3380,1778,257,1604,1270,3143,7106,69,77,39,194,7266,22890,36.6
"1398","2015","02","28",6,463,0,3399,1674,246,1743,1201,3045,7107,73,75,28,203,7646,22770,36.56
"1399","2015","02","28",7,471,0,3525,1824,243,1864,1206,3377,7107,70,72,28,199,7537,23361,38.7
"1400","2015","02","28",8,480,0,3579,1947,245,1698,1335,3563,7106,69,75,33,198,7518,24357,38.01
"1401","2015","02","28",9,473,0,3438,1745,245,1230,1359,3923,7105,72,74,499,204,7730,25767,41.43
"1402","2015","02","28",10,465,0,3386,1929,246,483,1401,5000,7105,74,77,1649,205,7439,28583,45.59
"1403","2015","02","28",11,481,0,3312,2007,247,50,1421,5006,7104,77,78,2984,196,7456,30244,52.93
"1404","2015","02","28",12,482,0,3251,1756,247,300,1465,4870,7101,78,79,3745,205,7877,30287,52.83
"1405","2015","02","28",13,480,0,3250,1709,240,893,1482,4839,7101,78,78,3816,215,8220,29640,52.47
"1406","2015","02","28",14,482,0,3252,1808,248,1080,1422,4819,7101,79,80,3816,208,8526,29529,53.71
"1407","2015","02","28",15,456,0,3326,1830,237,1195,1393,4328,7103,79,80,3604,202,8984,28644,47.34
"1408","2015","02","28",16,450,0,3389,1882,233,1805,1304,4141,7100,79,80,3128,200,9082,27570,43.04
"1409","2015","02","28",17,450,0,3720,1927,238,2024,1310,4265,7103,78,77,2643,212,8992,26919,43.34
"1410","2015","02","28",18,479,0,4082,2010,239,1860,1351,4416,7101,78,77,1618,204,8946,26609,46.55
"1411","2015","02","28",19,510,0,4423,2108,238,1058,1426,4693,7095,76,76,661,190,8619,27220,60.34
"1412","2015","02","28",20,457,0,4591,2172,240,170,1475,6080,7096,76,78,216,215,8654,29643,60.83
"1413","2015","02","28",21,450,0,4652,2320,239,0,1497,6467,7095,77,78,104,211,9155,30718,62.87
"1414","2015","02","28",22,458,0,4358,2102,243,0,1489,6276,7094,77,77,77,208,9580,30644,60.42
"1415","2015","02","28",23,453,0,3835,2128,252,0,1432,6210,7097,77,78,73,210,9568,29622,50.83
"1416","2015","02","28",24,447,0,3747,2144,254,12,1456,4702,7096,77,77,71,202,9461,27689,45.53
"1417","2015","03","01",1,484,322,5642,5969,280,14,1131,4297,7098,43,76,62,209,1854,27243,47.6
"1418","2015","03","01",2,481,317,5636,5814,286,533,1093,2576,7097,44,75,62,207,1982,24723,40.01
"1419","2015","03","01",3,481,306,5285,5412,275,1078,940,1566,7101,43,73,62,206,2221,22861,37.79
"1420","2015","03","01",4,479,313,5068,5427,272,1508,925,971,7101,44,71,62,209,2383,21963,33.06
"1421","2015","03","01",5,479,315,4754,5489,270,1631,915,746,7101,44,72,60,210,2611,21540,29.65
"1422","2015","03","01",6,483,320,4601,5252,269,1663,919,672,7101,44,73,60,208,2793,21642,31.25
"1423","2015","03","01",7,479,324,4650,5441,281,1611,922,787,7101,43,72,60,204,3042,22434,33.55
"1424","2015","03","01",8,482,319,4396,5625,291,949,916,977,7100,43,75,61,212,3246,23787,31.95
"1425","2015","03","01",9,490,317,4643,5918,286,519,966,1363,7100,43,73,85,224,3297,25305,37.89
"1426","2015","03","01",10,487,266,4777,5727,279,118,989,2274,7097,43,74,810,228,3469,27745,40.43
"1427","2015","03","01",11,479,289,4780,5742,279,12,1033,2988,7096,43,77,2101,227,3409,30101,36.44
"1428","2015","03","01",12,467,326,4470,5969,280,0,1047,3296,7099,42,77,3247,237,3167,30495,41.68
"1429","2015","03","01",13,466,319,4487,6063,278,0,1034,2406,7100,42,73,3903,237,2952,29893,43.39
"1430","2015","03","01",14,461,318,4828,6092,277,0,1020,1968,7100,42,74,3942,238,3134,29659,39.68
"1431","2015","03","01",15,476,320,4694,6194,269,0,1000,1752,7100,41,75,3884,227,3403,29268,39.33
"1432","2015","03","01",16,475,324,4361,6113,265,0,1019,1819,7098,41,74,3752,224,3594,28375,30.69
"1433","2015","03","01",17,459,327,4209,6134,266,0,1013,1832,7098,41,76,3051,239,3875,27840,28.13
"1434","2015","03","01",18,461,326,4852,6285,267,0,1036,2342,7097,42,77,1476,240,4392,28102,33.68
"1435","2015","03","01",19,457,326,5825,6529,267,0,1100,4180,7094,42,77,402,241,4841,30973,39.34
"1436","2015","03","01",20,455,327,6181,6579,275,0,1201,5175,7096,42,75,121,238,4963,32130,51.94
"1437","2015","03","01",21,457,328,6313,6590,283,0,1225,5620,7095,43,76,91,243,5073,32763,56.16
"1438","2015","03","01",22,453,323,6493,6571,273,0,1265,5778,7096,43,75,68,241,5205,32875,53.65
"1439","2015","03","01",23,455,328,6164,6586,264,0,1208,4759,7096,43,78,68,239,5121,31532,49.01
"1440","2015","03","01",24,455,268,5711,6396,263,2,1128,3555,7098,42,76,68,240,5115,29366,42.7
"1441","2015","03","02",1,462,0,3380,4240,236,1416,1435,2989,7111,87,73,42,183,11131,29071,34.12
"1442","2015","03","02",2,453,0,3277,3803,222,2461,1423,2843,7111,87,66,41,182,10963,26977,29.43
"1443","2015","03","02",3,449,0,3316,3711,212,3108,1407,2656,7109,88,66,41,181,10938,25574,27.86
"1444","2015","03","02",4,440,0,3336,3723,233,3128,1399,2563,7110,88,64,41,183,10680,24982,27.75
"1445","2015","03","02",5,439,0,3381,3791,244,3123,1395,2448,7110,88,65,41,183,10570,24879,27.27
"1446","2015","03","02",6,444,0,3252,4130,251,3117,1393,2290,7111,88,66,41,182,11214,25506,34.11
"1447","2015","03","02",7,452,0,3436,4075,256,2364,1398,2621,7108,88,66,40,181,11501,28104,42.74
"1448","2015","03","02",8,489,0,3947,4163,264,706,1394,3516,7108,89,74,41,182,11593,32929,53.61
"1449","2015","03","02",9,478,0,5003,4974,298,29,1424,3982,7109,87,75,77,188,11658,35765,58.5
"1450","2015","03","02",10,484,0,4638,5396,321,0,1454,4098,7108,90,74,591,194,11806,37147,61.2
"1451","2015","03","02",11,499,0,4467,5323,327,0,1473,4781,7107,92,74,1210,203,11502,37681,61.88
"1452","2015","03","02",12,503,0,4517,5489,335,0,1469,4656,7107,93,76,1553,197,11550,37765,60.71
"1453","2015","03","02",13,500,0,4551,5551,342,0,1471,4004,7108,90,78,1734,198,11759,37489,60.53
"1454","2015","03","02",14,488,0,4769,5497,353,0,1470,3498,7107,89,76,1726,197,12243,37385,60.32
"1455","2015","03","02",15,501,0,4513,5251,357,86,1468,3118,7097,90,77,1834,193,12417,36208,58.87
"1456","2015","03","02",16,502,0,4657,5316,357,0,1465,3496,6075,86,77,1495,191,12167,35771,57.3
"1457","2015","03","02",17,503,0,5095,5359,356,0,1460,3361,6076,92,78,1081,186,11967,35800,57.92
"1458","2015","03","02",18,506,0,5868,5339,357,0,1478,3487,6076,95,80,465,190,11947,36193,59.1
"1459","2015","03","02",19,517,0,6558,5375,357,0,1521,4391,6076,91,81,109,201,11396,37418,71.86
"1460","2015","03","02",20,516,0,6739,5649,354,0,1542,6797,6075,93,82,72,207,10637,39296,90.02
"1461","2015","03","02",21,519,0,6469,5641,348,0,1546,6109,6077,92,84,64,207,10616,39406,96.78
"1462","2015","03","02",22,519,0,5675,5459,343,0,1520,5177,6079,88,83,48,201,10920,38351,92.2
"1463","2015","03","02",23,506,0,4884,5284,344,0,1509,5081,6078,88,83,44,189,11070,35607,65.96
"1464","2015","03","02",24,499,0,4013,5054,325,55,1467,4183,6078,89,80,44,192,10985,32222,61.04
"1465","2015","03","03",1,450,0,5136,4408,288,588,1565,4536,7097,83,69,102,222,2367,26021,63.49
"1466","2015","03","03",2,405,0,4579,4440,282,975,1531,4392,7095,83,68,93,223,2105,24285,59.33
"1467","2015","03","03",3,408,0,4259,4360,278,1104,1513,3797,7098,83,66,66,225,2103,23273,55.6
"1468","2015","03","03",4,409,0,3954,3994,278,1102,1510,3555,7098,83,64,59,222,2259,22800,52.4
"1469","2015","03","03",5,410,0,3936,3491,266,1099,1491,3555,7099,83,62,60,224,2399,22624,50.28
"1470","2015","03","03",6,412,0,4318,3713,278,1075,1530,3883,7099,83,65,60,224,2250,23304,54.7
"1471","2015","03","03",7,410,0,5019,4306,286,666,1557,4447,7100,83,65,59,227,2171,25773,59.88
"1472","2015","03","03",8,412,0,5889,4481,306,19,1620,6623,7102,83,64,64,230,2171,29455,64.81
"1473","2015","03","03",9,411,0,5812,4499,317,0,1656,7244,7102,82,63,430,228,2284,31813,73.49
"1474","2015","03","03",10,413,0,5824,4504,319,0,1671,7534,7101,83,62,1308,223,2090,32972,75.85
"1475","2015","03","03",11,404,0,5947,4542,320,0,1684,7876,7100,82,61,2122,213,1984,33267,73.66
"1476","2015","03","03",12,399,0,5974,4515,319,0,1678,7714,7099,81,66,2906,213,1969,33314,70.67
"1477","2015","03","03",13,405,0,6095,4504,316,0,1703,7568,7099,82,62,3334,213,1764,33027,69.34
"1478","2015","03","03",14,409,0,5850,4378,324,0,1716,7124,7098,82,66,3650,214,1932,32791,68.57
"1479","2015","03","03",15,391,0,5723,4226,325,0,1662,6213,7097,83,69,3894,218,2147,31615,64.58
"1480","2015","03","03",16,418,0,5892,4082,321,0,1648,5727,7096,84,70,3849,223,2400,30892,62.87
"1481","2015","03","03",17,417,0,5954,4026,310,0,1653,5636,7094,83,68,3490,225,2566,30427,62.75
"1482","2015","03","03",18,419,0,6195,4006,312,1,1670,5979,7095,84,69,2728,225,2572,30397,67.89
"1483","2015","03","03",19,419,0,7094,4376,325,13,1690,6930,7095,84,71,1306,225,2469,30668,72.35
"1484","2015","03","03",20,421,0,7463,4492,327,0,1687,8399,7050,85,73,503,228,2923,33367,83.8
"1485","2015","03","03",21,418,0,7525,4539,327,0,1686,8428,6984,85,72,294,230,3231,34572,85.73
"1486","2015","03","03",22,417,0,7437,4506,327,0,1672,8010,6965,85,73,199,218,3248,33596,76.26
"1487","2015","03","03",23,405,0,5637,4481,320,0,1617,7401,6818,85,71,149,225,3286,31047,65.45
"1488","2015","03","03",24,407,0,4655,4398,307,130,1523,6299,6641,86,65,113,224,3573,28168,59.46
"1489","2015","03","04",1,376,0,4205,1893,241,578,1393,2796,7082,43,60,676,154,6352,22551,55.15
"1490","2015","03","04",2,373,0,4049,1841,239,710,1363,2044,7081,44,61,673,154,5948,21052,51.51
"1491","2015","03","04",3,352,0,4272,1801,239,1046,1344,1628,7039,44,57,462,159,5510,20002,48.66
"1492","2015","03","04",4,351,0,4383,1832,239,1631,1336,1494,6965,44,59,325,159,5089,19371,44.36
"1493","2015","03","04",5,357,0,4444,1836,233,1777,1324,1369,6926,42,58,247,158,4784,18975,36.33
"1494","2015","03","04",6,357,0,4466,1815,233,1549,1307,1390,6925,42,57,125,155,4597,18934,34.88
"1495","2015","03","04",7,360,0,4548,1843,232,1358,1316,1376,6939,42,59,70,160,4179,19211,39.21
"1496","2015","03","04",8,387,0,4556,1851,229,940,1330,1731,6953,44,57,71,162,3889,19743,42.29
"1497","2015","03","04",9,386,0,4297,1809,243,753,1447,1640,6965,43,57,347,167,3452,19775,53.33
"1498","2015","03","04",10,392,0,4857,1812,256,983,1467,1931,6977,43,61,1312,172,2809,21241,53.95
"1499","2015","03","04",11,391,0,4940,1799,253,847,1419,2434,6985,42,57,2566,171,2591,22554,53.67
"1500","2015","03","04",12,393,0,4317,1783,249,664,1360,2398,6995,42,59,3719,170,2658,23012,52.27
"1501","2015","03","04",13,399,0,3964,1754,257,657,1366,2348,7004,42,57,4437,170,2678,22932,47.92
"1502","2015","03","04",14,403,0,3708,1639,256,756,1377,2494,7012,42,58,4703,170,2880,22969,51.03
"1503","2015","03","04",15,397,0,4031,1573,254,977,1349,2514,7022,42,58,4730,173,3043,22744,43.89
"1504","2015","03","04",16,398,0,3796,1602,254,1055,1343,1804,7030,41,57,4567,173,3574,21706,41.31
"1505","2015","03","04",17,395,0,3741,1477,253,1380,1335,1615,7039,41,58,4202,171,4302,21270,41.79
"1506","2015","03","04",18,373,0,3892,1432,257,1656,1338,1750,7051,41,56,3365,168,5053,21062,44.57
"1507","2015","03","04",19,377,0,3881,1546,258,1077,1344,1841,7061,42,57,2474,168,5352,21051,48.15
"1508","2015","03","04",20,374,0,3666,1538,262,736,1352,2853,7072,41,59,1408,168,5718,21594,60.11
"1509","2015","03","04",21,405,0,3412,1434,262,201,1379,4284,7086,42,56,637,170,6264,23277,63.03
"1510","2015","03","04",22,406,0,3807,1599,261,0,1425,5188,7091,41,58,343,174,6827,25521,60.11
"1511","2015","03","04",23,392,0,3611,1542,261,0,1394,4899,7091,41,57,286,174,7107,24718,48.34
"1512","2015","03","04",24,386,0,3643,1459,261,0,1353,4407,7091,42,61,230,174,7194,23519,40.19
"1513","2015","03","05",1,373,0,5283,2299,232,720,1181,2535,3998,76,72,578,148,7196,23212,27.68
"1514","2015","03","05",2,368,0,5045,2320,222,1004,1176,2501,4000,76,70,455,148,7237,21739,20.42
"1515","2015","03","05",3,365,0,5038,2372,216,1296,1174,2311,4001,77,63,367,144,7189,20707,17.38
"1516","2015","03","05",4,365,0,4872,2253,213,1544,1162,2221,4006,77,59,329,131,7005,19963,17.91
"1517","2015","03","05",5,359,0,4792,2177,213,1892,1166,2420,4009,77,61,286,137,6934,19708,16.81
"1518","2015","03","05",6,332,0,4915,2187,213,1875,1174,2412,4010,77,63,186,148,6954,19650,17.21
"1519","2015","03","05",7,327,0,5053,2126,223,1840,1178,2519,4010,76,62,120,148,6722,19838,25.65
"1520","2015","03","05",8,317,0,4782,2238,217,1863,1195,2577,4010,76,62,83,145,6311,19351,31.22
"1521","2015","03","05",9,318,0,4881,2233,215,1461,1207,2345,4011,77,64,401,149,5891,20162,41.38
"1522","2015","03","05",10,320,0,4949,2188,228,802,1240,2223,4012,78,68,1059,147,5627,22045,43.42
"1523","2015","03","05",11,354,0,5118,2370,256,380,1261,2020,4018,77,68,1689,147,5404,23700,43.8
"1524","2015","03","05",12,357,0,5468,2489,263,220,1268,1809,4019,77,71,2068,147,5391,24525,41.88
"1525","2015","03","05",13,331,0,5458,2538,264,218,1285,1842,4016,78,71,2174,146,5764,24689,42.23
"1526","2015","03","05",14,361,0,5550,2576,264,218,1272,1894,4009,80,70,2287,146,5818,24960,42.12
"1527","2015","03","05",15,366,0,5509,2479,264,159,1258,1882,4015,80,68,2289,144,5745,24790,40.86
"1528","2015","03","05",16,345,0,4766,2487,255,146,1234,1621,4019,80,69,2224,144,5677,23615,41.22
"1529","2015","03","05",17,341,0,4631,2371,253,146,1232,1829,4018,80,65,1841,145,5669,22925,42.62
"1530","2015","03","05",18,361,0,4755,2427,254,146,1236,2068,4014,81,65,1396,147,5365,22801,48.32
"1531","2015","03","05",19,365,0,5362,2586,254,103,1260,2430,4014,81,68,885,149,4389,23044,55.97
"1532","2015","03","05",20,362,0,5531,2817,255,0,1283,2657,4013,81,72,372,148,3634,23481,69.69
"1533","2015","03","05",21,364,0,5539,2855,256,0,1327,3207,4012,81,71,84,146,3381,24567,72.97
"1534","2015","03","05",22,368,0,5995,2910,261,0,1358,5149,4012,81,73,34,148,3079,27117,69.04
